basal	A	1-1	placentación basal .	práctica basal .	T
intermedio	A	7-1	ir de sentado a pé sen empuxes intermedias coas mans .	paradas intermedias na ruta .	T
baixo	A	0-5	baixo murmurio .	o murmurio , de ton baixo , da ondada .	T
filosófico	A	3-1	coñecemento da terminoloxía filosófica .	escrita filosófica .	T
flexible	A	1-4	bidueiros flexibles .	os bidueiros finos e flexibles .	T
república	N	1-5	a república italiana .	o xefe de estado dunha república adoita ser o presidente .	T
inexplicable	A	1-9	erros inexplicables .	saín da casa ás tres da mañá por razóns inexplicables .	T
furtivo	A	2-1	un ataque furtivo .	xeito furtivo .	T
deber	N	0-16	debemos manter un sentido do deber nos nosos fillos .	todo dereito implica unha responsabilidade; cada oportunidade , unha obriga; cada posesión , un deber (john d.rockefeller) .	T
moble	N	3-2	só había un moble no cuarto .	tiñan demasiados mobles para o pequeno apartamento .	T
básico	A	2-2	os ingredientes básicos .	un feito básico .	T
logo	R	0-5	logo marchou .	primeiro chegou o lóstrego , logo o trono .	T
frecuente	A	3-2	as reclamacións máis frecuentes .	un hóspede frecuente .	T
lamber	V	2-2	o cachorro lambeu o leite do peito da súa nai .	o gato lambeu o leite .	T
oblicuo	A	7-2	os ángulos agudos e obtusos son ángulos oblicuos .	os raios oblicuos do sol do inverno .	T
paciente	A	4-2	un científico exacto e paciente .	un sorriso paciente .	T
teito	N	2-2	había un teito sobre os salarios .	puxo un teito no número de mulleres que traballaban para el .	T
staccato	A	2-2	aplauso de staccato .	notas en staccato .	T
continuo	A	2-2	unha liña continua que non ten fallos nin cortes .	unha reorganización continua dos electróns en átomos solares que resultan da emisión de luz (james jeans) .	T
resolto	A	1-1	misterios resoltos e sen resolver; problemas resoltos e sen resolver .	problemas resoltos e non resoltos .	T
penetrable	A	1-2	defensas penetrables .	unha parede penetrable .	T
extenso	A	0-1	extensas terras de cultivo .	un extenso asentamento romano no noroeste de inglaterra .	T
descontento	A	1-2	estaba descontento co súa posición .	veu o descontento en moitas caras da sala .	T
anfibio	A	2-1	as operacións anfibias .	vehículos anfibios .	T
enrolado	A	3-2	poñede a corda enrolada na cuberta .	unha serpe enrolada preparada para atacar .	T
firme	A	2-1	un aliado firme .	un firme defensor da liberdade de expresión .	T
teoloxía	N	0-0	teoloxía católica romana .	teoloxía xudía .	T
curar	V	2-3	o tratamento curou o acne do neno .	os doentes finxiron curar pacientes , mais nunca conseguiron .	T
perfecto	A	1-2	formas perfectas .	unha reprodución perfecta .	T
interior	A	5-2	espetoulle no peto da chaqueta interior .	o extremo interior da casa está entre a placa e a masa .	T
clima	N	3-1	as plantas dun clima frío viaxan mellor no inverno .	o clima árido do sur de gales .	T
exclusivo	A	1-3	clubs exclusivos .	restaurantes e tendas exclusivas .	T
cuantitativo	A	5-2	exportación de trigo sen limitacións cuantitativas .	unha análise cuantitativa determina os valores e as proporcións dos constituíntes químicos dunha substancia ou mestura .	T
mesmo	A	4-1	esta estrada é a mesma pola que pasamos onte .	o mesmo home que vin onte .	T
hepático	A	2-1	o tecido hepático é un tecido estable .	síndrome hepática .	T
toxoide	N	1-0	difteria toxoide .	toxoide diftérico .	T
amañado	A	7-5	o director era un home moi ben amañado .	o seu cabalo estaba sempre amañado .	T
construtivo	A	1-2	crítica construtiva .	unha filosofía construtiva .	T
imparable	A	0-3	imparable como o vento .	o vento é imparable .	T
optimista	A	2-3	de ánimo optimista .	espírito nun estado optimista .	T
anual	A	7-6	é o límite das plantas de floración anuais .	un bordo de plantas de floración anual .	T
escaso	A	1-1	combustible escaso .	mineral escaso .	T
maduro	A	1-1	viños maduros .	xelatina madura .	T
sincero	A	7-3	era un home bo , decente e sincero .	sentiu un arrepentimento sincero cando estaban saíndo .	T
aplicación	N	4-5	o médico prescribiu unha aplicación tópica de iodo .	un ordenador completo require varias aplicacións .	T
sobrecargado	A	2-7	un camiñante sobrecargado cunha mochila pesada .	un centro turístico vacacional de verán .. sobrecargado con grandes hoteis de listón e escaiola (a. j. liebling) .	T
irresistible	A	0-5	irresistible aos impulsos .	que ocorre cando unha forza irresistible atopa un obxecto inamovible ?	T
inconveniente	A	1-5	é inconveniente non ter un teléfono na cociña .	o salón é un lugar inconveniente para o teléfono .	T
bíblico	A	1-1	hebreo bíblico .	nomes bíblicos .	T
distante	A	3-1	as consideracións totalmente distantes da política .	curmán distante .	T
arriba	A	2-3	deitado boca arriba .	o sol está arriba .	T
aeróbico	A	3-1	correr é moi aeróbico .	danza aeróbica .	T
texto	N	6-2	hai máis de mil palabras de texto .	transmitiron o texto impreso do discurso do alcalde .	T
afirmativo	A	2-1	unha decisión afirmativa .	votos afirmativos .	T
sensible	A	5-1	as follas dunha mimosa son sensibles ao tacto .	pel sensible .	T
residente	A	5-0	os meus veciños son estranxeiros residentes .	residentes estranxeiros .	T
sur	A	2-2	constelacións do sur .	o hemisferio sur .	T
pescozo	N	6-5	admiraba o seu longo e gracioso pescozo .	o cabalo gañado por un pescozo .	T
obsoleto	A	1-2	equipamento obsoleto .	unha locomotora obsoleta .	T
conxelado	A	1-0	canos conxelados .	conxelado norte .	T
sedoso	A	1-2	pel sedosa .	un tecido sedoso .	T
recoñecido	A	2-4	o líder recoñecido da comunidade .	unha muller de logros recoñecidos .	T
comité	N	6-1	o candidato ten o respaldo do comité local do partido .	un comité é un grupo que garda minutos e perde horas (milton berle) .	T
ético	A	1-2	avogado ético .	un problema ético .	T
incipiente	A	2-2	trastorno civil incipiente .	un tumor incipiente .	T
consonántico	A	1-1	aliteración consonántica .	son consonánticos .	T
positivo	A	2-2	busca un positivo .	unha actitude positiva .	T
fillo	N	2-2	o seu fillo converteuse nun famoso xuíz .	o seu fillo é máis alto ca el .	T
maligno	A	3-2	deulle unha mirada maligna .	unha lesión maligna .	T
trato	N	6-3	el é un mestre no trato comercial .	non tiña máis trato con el .	T
enteiro	A	2-2	o porco enteiro .	unha semana enteira .	T
explícito	A	4-2	as escenas de sexo explícito .	as instrucións explícitas .	T
recoñecemento	N	5-6	os socios quedaron encantados co recoñecemento do seu traballo .	parece evitar moito no camiño do recoñecemento ou recoñecemento do traballo feminista anterior ao seu .	T
desfavorable	A	3-1	causou unha impresión desfavorable .	comentarios desfavorables .	T
perceptible	A	4-7	o horizonte é facilmente perceptible , mesmo nunha distancia de varios quilómetros .	o xornal divulga que non hai progreso perceptibles nas negociacións .	T
consello	N	0-1	consello de estudantes .	o consello escolar .	T
dedicado	A	2-2	os profesores dedicados .	unha bailarina dedicada .	T
escéptico	A	2-2	un lector escéptico .	unha actitude escéptica .	T
áspero	A	1-1	pel áspera .	terra áspera .	T
perigoso	A	1-1	augas perigosas .	unha perigosa viaxe a través do atlántico nun pequeno barco .	T
chan	N	7-5	estendemos as nosas bolsas de durmir no chan seco da tenda .	necesitaban alfombras para cubrir o chan baleiro .	T
arredondado	A	2-1	baixo outeiros arredondados .	ombros arredondados .	T
produtivo	A	1-2	cultivos produtivos .	unha colaboración produtiva .	T
solitario	A	2-2	un lobo solitario .	unha existencia solitaria .	T
existente	A	10-2	as mostras de arte gráfica atopadas entre os pobos bárbaros existentes (edward clodd) .	os manuscritos existentes .	T
seguro	A	1-2	estará seguro aquí .	un lugar seguro .	T
sempre	R	0-0	sempre estarei aí para axudarte .	sempre hai contaminación no aire .	T
fundamental	A	3-2	os computadores son fundamentais para a moderna estrutura industrial .	un exemplo fundamental para o argumento .	T
ingrato	A	12-12	máis agudo que un dente de serpe é / ter un fillo ingrato! (shakespeare) .	que máis penetrante que o dente dunha serpe é ter un neno ingrato! (shakespeare) .	T
privilexiado	A	1-4	os privilexiados .	só existen uns poucos privilexiados .	T
capaz	A	1-1	é capaz de nadar .	foi capaz de obter unha subvención para o proxecto .	T
fresco	A	4-2	un día de outono fresco .	unha sala fresca .	T
inexplicable	A	4-2	só perceptibles como influencias inexplicables que obstaculizan o progreso .	un medo inexplicable .	T
expansivo	A	1-2	materiais expansivos .	o vigor expansivo do lume .	T
fresco	A	1-2	pan fresco .	unha leituga fresca .	T
servible	A	2-3	aparello auditivo servible .	traxes de noite servibles .	T
madrasa	N	1-6	moitas madrasas de bangladesh son apoiadas con diñeiro de arabia saudita .	o goberno paquistaní decidiu pechar as madrasas que proporcionaban formación militar aos seus estudantes .	T
simple	A	1-2	o simple paso do tempo foi suficiente .	sorprendido pola simple idea .	T
antisocial	A	1-2	comportamento antisocial .	xeralmente é antisocial excepto cos amigos íntimos .	T
feroz	A	0-1	feroz loita .	unha feroz malleira .	T
embrionario	A	2-2	o goberno embrionario está formado por superviventes do masacre .	unha nación embrionaria , aínda non autogobernada .	T
crime	N	4-4	un longo historial de crimes .	unha longa lista de crimes .	T
concéntrico	A	1-2	aneis concéntricos .	os círculos concéntricos .	T
coidadoso	A	0-1	coidadoso cos dereitos dos demais .	restauradores coidadosos de arte .	T
fino	A	1-1	arame fino .	fío fino .	T
investigar	V	0-4	investigar a desaparición da señora rica .	o fiscal do distrito investigou informes de posibles irregularidades .	T
indiferente	A	7-2	un pintor dotado , mais un actor indiferente .	unha actuación indiferente .	T
emocionante	A	2-1	un relato emocionante da súa viaxe .	unha emocionante historia da súa viaxe .	T
auditivo	A	1-1	persoa auditiva .	procesamento auditivo .	T
improvisado	A	2-1	as cousas improvisadas e mal escritas manchan as entrevistas .	entrevistas improvisadas .	T
indiscernible	A	1-4	aumento indiscernible da temperatura .	un aumento na temperatura indiscernible .	T
público	A	2-10	o ben público .	os artistas e os membros da familia real son figuras públicas .	T
proactivo	A	1-1	inhibición proactiva .	interferencia proactiva .	T
coroado	A	2-2	un paxaro coroado de laranxa .	un sombreiro coroado .	T
motriz	A	1-2	potencia motriz .	unha forza motriz .	T
hábil	A	3-3	as súas respostas hábiles para provocar gañaron moitos seguidores .	un pianista excepcionalmente hábil .	T
psiquiátrico	A	1-1	hospital psiquiátrico .	trastorno psiquiátrico .	T
indiscriminado	A	3-2	hábitos de lectura indiscriminados .	unha mestura indiscriminada de cores e estilos .	T
exotérico	A	3-4	escritos de natureza exotérica .	os escritos de carácter exotérico .	T
cargado	A	1-2	partículas cargadas .	unha batería cargada .	T
automatizar	V	0-0	automatizar a produción .	automatizar o movemento do robot .	T
groseiro	A	1-1	comportamento groseiro .	lingua groseira .	T
incompleto	A	5-2	a súa tese é aínda incompleta .	unha obra incompleta .	T
incompleto	A	6-2	as consecuencias políticas dun éxito militar incompleto .	un abono incompleto .	T
incompleto	A	5-2	consecuencias políticas do éxito militar incompleto .	un relato incompleto da súa vida .	T
incomparable	A	5-2	o ordenador procede coa súa incomparable lóxica e eficiencia .	unha semana incomparable de descanso e pracer .	T
pasatempo	N	4-3	navegar é o seu pasatempo favorito .	o seu principal pasatempo é o xogo .	T
empírico	A	1-2	leis empíricas .	unha base empírica para unha teoría ética .	T
catastrófico	A	1-1	depresión catastrófica .	enfermidade catastrófica .	T
descoñecedor	A	0-0	descoñecedor da esperanza dos animais nacidos recentemente .	descoñecedor do perigo no que estaban .	T
galvánico	A	2-4	unha célula galvánica .	unha parella voltaica ou galvánica .	T
inusual	A	4-4	un home de habilidade inusual .	unha escena de beleza inusual .	T
vendible	A	2-0	un produto vendible a un prezo baixo .	vendible a baixo prezo .	T
areoso	A	1-1	caliza areosa .	herba areosa .	T
exacto	A	3-3	chegou no momento exacto .	especificar un importe exacto .	T
benvido	A	6-3	fixo que os nenos se sentisen benvidos .	foi un alivio benvido .	T
ausente	A	2-2	un profesor ausente .	unha mirada ausente .	T
nobre	A	1-1	de nobre nacemento .	nacemento nobre .	T
místico	A	1-1	intuición mística .	teoría mística sobre o mercado de valores .	T
desapiadado	A	1-2	crítico desapiadado .	o inimigo desapiadado .	T
dispositivo	N	1-1	o dispositivo é o suficientemente pequeno como para levalo na boneca .	o dispositivo é pequeno o suficiente para usar no seu pulso .	T
descoñecido	A	9-2	estar alerta durante a noite , especialmente en ambientes descoñecidos .	un nome descoñecido para a maioría .	T
traballar	V	4-5	a miña muller nunca traballou .	o seu marido está a traballar de novo ?	T
colosal	A	0-3	colosais ruínas esborralladas dun antigo templo .	ten un nervio colosal .	T
amorfo	A	1-1	estrutura amorfa .	mineral amorfo .	T
límite	N	2-7	ata o límite da súa capacidade .	o que fixo foi máis alá dos límites dun comportamento aceptable .	T
branco	A	8-4	os patróns de votación no seo da poboación branca .	votacións dentro da poboación branca .	T
favorable	A	3-3	recibiu unha nota favorable .	recibiu unha valoración favorable .	T
ocupado	A	1-0	moi ocupado para xantar .	ocupado co seu traballo .	T
periférico	A	2-1	os suburbios periféricos .	provincias periféricas da rusia .	T
existente	A	6-6	boa parte do caviar de beluga existente no mundo atópase na unión soviética e irán .	un intento de mellorar os mecanismos existentes para facelos máis eficientes .	T
encarceramento	N	0-3	encarceramento de soldados capturados .	o seu inocente encarceramento no cárcere local .	T
impopular	A	1-2	ideas impopulares .	unha guerra impopular .	T
inadecuado	A	1-3	formación inadecuada .	o persoal era inadecuado .	T
ordinario	A	1-2	decencia ordinaria .	un viño ordinario .	T
mínimo	A	3-5	as notas eran mínimas .	hai que aplicar as normas mínimas .	T
seco	A	1-2	tose seca .	unha tose seca .	T
difundir	V	0-0	difundir a noticia .	difundir información .	T
incapaz	A	1-0	é incapaz de comprender o asunto .	incapaz de seguir unha melodía .	T
bárbaro	A	1-1	invasores bárbaros .	prácticas bárbaras .	T
impublicable	A	1-2	fotos impublicables .	un epíteto impublicable .	T
manchado	A	2-3	o rostro manchado de bágoas .	un mantel moi manchado .	T
resistible	A	1-2	tentacións resistibles .	un ataque resistible .	T
imperturbable	A	3-1	durme de xeito imperturbable .	parecía imperturbable con respecto a dúbidas de calquera tipo .	T
espeso	A	1-1	néboa espesa .	sopa espesa .	T
inoportuno	A	1-1	interrupción inoportuna .	visitantes inoportunos .	T
rico	A	3-1	bendito cunha terra rica en sales minerais .	cidade rica en interese cultural .	T
máxico	A	5-1	agora é o momento máis máxico da noite , shakespeare .	poderes máxicos .	T
sindical	A	1-2	negociacións sindicais .	o movemento sindical .	T
ocular	A	1-1	enfermidades oculares .	órgano ocular .	T
prudente	A	2-1	é máis prudente retirarse que loitar .	regras prudentes .	T
especulación	N	6-4	sabía que as accións eran unha especulación cando as comprou .	sabía que era unha especulación cando comprou as accións .	T
preparado	A	1-2	estar preparado .	xa está preparado para aprender a ler .	T
protector	A	1-2	cobertura protectora .	unha cuberta protectora .	T
ilimitado	A	3-2	nenos con enerxía ilimitada .	unha oferta ilimitada de diñeiro .	T
preocupante	A	3-2	nunha situación particularmente preocupante .	unha situación preocupante .	T
reproducible	A	4-6	poden obterse resultados sorprendentes reproducibles .	sorprendentemente os resultados obtidos poden ser reproducibles .	T
utópico	A	1-2	idealistas utópicos .	o futuro utópico .	T
gañado	A	1-3	rendementos gañados .	unha reputación ben gañada de honestidade .	T
potente	A	1-1	licor potente .	unha potente toxina .	T
xogable	A	2-2	unha mentira xogable no golf .	unha posición xogable no golf .	T
aferente	A	1-1	impulsos aferentes .	nervios aferentes .	T
mellor	A	2-1	un abrigo mellor .	un mellor tipo de coche .	T
osudo	A	3-2	o seu pulso osudo .	unha choupana osuda .	T
depredador	A	1-2	capitalistas depredadores .	unha sociedade depredadora e insensíbel na que a inocencia e a decencia poden revelarse nefastas- peter s.prescott .	T
realista	A	6-2	os actores tentaron crear unha representación realista dos africanos .	unha avaliación realista das nosas posibilidades .	T
metálico	A	1-2	lóster metálico .	un composto metálico .	T
obxectivo	A	1-1	evidencias obxectivas .	probas obxectivas .	T
unilateral	A	1-1	decisión unilateral .	parálise unilateral .	T
trastorno	N	7-4	o médico prescribiu algún medicamento para o trastorno .	todo o mundo ten trastornos estomacais de cando en vez .	T
prolongado	A	1-2	negociacións prolongadas .	unha loita prolongada e amarga .	T
evidente	A	4-2	un cambio de actitude evidente .	un erro evidente no manuscrito .	T
lavable	A	7-1	as mantas acrílicas tanto son quentes coma lavables .	la lavable .	T
variado	A	2-6	inmigrantes de variadas tradicións étnicas e relixiosas .	o seu traballo é interesante e variado .	T
decidido	A	3-6	precisabamos dun dirixente decidido .	unha muller nova , capaz e decidida .	T
exorbitante	A	1-1	alugueiro exorbitante .	prezos exorbitantes .	T
variado	A	6-1	os seus disfraces son moitos e variados .	tamaños variados .	T
reaparecer	V	2-2	as feridas reapareceron no seu corpo .	o seu marido reapareceu despois de deixala fai anos .	T
espiritual	A	1-2	cumprimento espiritual .	unha visión espiritual da vida .	T
desconxelar	V	0-2	desconxelando a carne .	o xeo desconxelouse .	T
físil	A	1-1	cristais físiles .	madeira físil .	T
claro	A	3-1	deunos unha idea clara da natureza humana .	un claro caso de asasinato .	T
encadernado	A	2-1	os volumes encadernados en coiro .	volumes encadernados .	T
xerárquico	A	5-3	dise que só unha sociedade xerárquica cunha clase de ocio no máis alto pode producir obras de arte .	no seu conxunto xerárquico de valores honestidade vén primeiro .	T
cerebral	A	1-2	dramática cerebral .	unha visión cerebral para o problema .	T
obsesivo	A	2-1	o carácter obsesivo da súa resposta .	xogo obsesivo .	T
perturbador	A	3-2	caeu nun sono perturbador .	unha expresión perturbadora .	T
aceso	A	1-3	carbón aceso .	tirou un cigarro aceso pola fiestra .	T
monte	N	1-1	un monte de cartos .	un monte de problemas .	T
axeitado	A	3-2	é bo e axeitado que estiver alí .	un tema axeitado para o debate .	T
interrompido	A	2-1	o sono interrompido .	saloucos interrompidos .	T
imperturbable	A	2-2	ata entón imperturbable , agora amosou signos de alarma .	unha posesión imperturbable .	T
xudeu	A	1-2	é xudeu .	unha voda xudía .	T
enigmático	A	6-3	non entendín o significado dese comentario enigmático ata moito máis tarde .	textos proféticos tan enigmáticos que o seu significado foi discutido durante séculos .	T
pinga	N	2-4	analizouse unha pinga de cada mostra .	non hai nin unha pinga de piedade nese home .	T
convincente	A	2-2	un xeito convincente .	unha historia convincente .	T
pescozo	N	3-4	admiraba o seu pescozo longo e elegante .	o cabalo venceu polo pescozo .	T
planetario	A	1-1	ano planetario .	movemento planetario .	T
infrecuente	A	3-0	explosións de temperamento infrecuentes .	infrecuentes estalidos de temperamento .	T
inodoro	A	1-1	flores inodoras .	gas inodoro .	T
